Date,EUR_Price,EUR_Open,EUR_High,EUR_Low
2014-06-25,1.363,1.3607,1.3652,1.3599
2014-06-26,1.3611,1.3628,1.3641,1.3575
2014-06-27,1.3649,1.3611,1.3652,1.3609
2014-06-28,1.3649,1.3611,1.3652,1.3609
2014-06-29,1.3649,1.3611,1.3652,1.3609
2014-06-30,1.3692,1.3646,1.3698,1.3639
2014-07-01,1.3679,1.3692,1.3701,1.3675
2014-07-02,1.366,1.3679,1.3684,1.3642
2014-07-03,1.3611,1.3659,1.3665,1.3596
2014-07-04,1.3596,1.3613,1.3613,1.3586
2014-07-05,1.3596,1.3613,1.3613,1.3586
2014-07-06,1.3596,1.3613,1.3613,1.3586
2014-07-07,1.3605,1.3596,1.3611,1.3575
2014-07-08,1.3613,1.3605,1.3619,1.3588
2014-07-09,1.3645,1.3613,1.3648,1.3601
2014-07-10,1.361,1.3644,1.3651,1.3589
2014-07-11,1.3609,1.3609,1.3625,1.3591
2014-07-12,1.3609,1.3609,1.3625,1.3591
2014-07-13,1.3609,1.3609,1.3625,1.3591
2014-07-14,1.362,1.3602,1.364,1.3597
2014-07-15,1.3572,1.362,1.3628,1.3561
2014-07-16,1.3525,1.3567,1.3575,1.3519
2014-07-17,1.3527,1.3525,1.3541,1.3516
2014-07-18,1.3525,1.3525,1.3535,1.3491
2014-07-19,1.3525,1.3525,1.3535,1.3491
2014-07-20,1.3525,1.3525,1.3535,1.3491
2014-07-21,1.3523,1.3527,1.355,1.3512
2014-07-22,1.3466,1.3525,1.3531,1.346
2014-07-23,1.3465,1.3465,1.3475,1.3454
2014-07-24,1.3464,1.3463,1.3485,1.3437
2014-07-25,1.3432,1.3466,1.3478,1.3422
2014-07-26,1.3432,1.3466,1.3478,1.3422
2014-07-27,1.3432,1.3466,1.3478,1.3422
2014-07-28,1.3441,1.3432,1.3445,1.3426
2014-07-29,1.341,1.344,1.3445,1.3403
2014-07-30,1.3397,1.3409,1.3416,1.3366
2014-07-31,1.3389,1.3396,1.3401,1.3371
2014-08-01,1.343,1.3392,1.3445,1.3378
2014-08-02,1.343,1.3392,1.3445,1.3378
2014-08-03,1.343,1.3392,1.3445,1.3378
2014-08-04,1.3422,1.3427,1.3434,1.3408
2014-08-05,1.3376,1.3422,1.3425,1.3358
2014-08-06,1.3382,1.3377,1.3388,1.3333
2014-08-07,1.3363,1.3384,1.3394,1.3337
2014-08-08,1.3411,1.3363,1.3433,1.3343
2014-08-09,1.3411,1.3363,1.3433,1.3343
2014-08-10,1.3411,1.3363,1.3433,1.3343
2014-08-11,1.3386,1.3401,1.3415,1.3378
2014-08-12,1.3369,1.3386,1.3386,1.3335
2014-08-13,1.3365,1.3369,1.3415,1.3342
2014-08-14,1.3365,1.3365,1.3409,1.3348
2014-08-15,1.3399,1.3366,1.3412,1.3358
2014-08-16,1.3399,1.3366,1.3412,1.3358
2014-08-17,1.3399,1.3366,1.3412,1.3358
2014-08-18,1.3363,1.3393,1.34,1.3352
2014-08-19,1.332,1.3363,1.3366,1.3312
2014-08-20,1.326,1.3321,1.3327,1.3255
2014-08-21,1.3282,1.326,1.3289,1.3242
2014-08-22,1.3243,1.3283,1.3298,1.322
2014-08-23,1.3243,1.3283,1.3298,1.322
2014-08-24,1.3243,1.3283,1.3298,1.322
2014-08-25,1.3192,1.322,1.322,1.3184
2014-08-26,1.3169,1.3193,1.3216,1.3165
2014-08-27,1.3193,1.3168,1.3211,1.3152
2014-08-28,1.3183,1.3193,1.3221,1.3159
2014-08-29,1.3133,1.3178,1.3197,1.3131
2014-08-30,1.3133,1.3178,1.3197,1.3131
2014-08-31,1.3133,1.3178,1.3197,1.3131
2014-09-01,1.3128,1.3138,1.3146,1.3118
2014-09-02,1.3133,1.313,1.3139,1.311
2014-09-03,1.3151,1.3131,1.3161,1.3122
2014-09-04,1.2945,1.3147,1.3155,1.2919
2014-09-05,1.295,1.2944,1.2986,1.2921
2014-09-06,1.295,1.2944,1.2986,1.2921
2014-09-07,1.295,1.2944,1.2986,1.2921
2014-09-08,1.2897,1.2943,1.2963,1.2882
2014-09-09,1.2938,1.2898,1.2959,1.286
2014-09-10,1.2917,1.2936,1.2963,1.2883
2014-09-11,1.2926,1.2917,1.2952,1.2896
2014-09-12,1.2965,1.2925,1.298,1.2909
2014-09-13,1.2965,1.2925,1.298,1.2909
2014-09-14,1.2965,1.2925,1.298,1.2909
2014-09-15,1.2942,1.2976,1.2982,1.2908
2014-09-16,1.296,1.2938,1.2995,1.2922
2014-09-17,1.2866,1.2959,1.2982,1.2851
2014-09-18,1.2923,1.2865,1.2931,1.2834
2014-09-19,1.2829,1.2923,1.293,1.2827
2014-09-20,1.2829,1.2923,1.293,1.2827
2014-09-21,1.2829,1.2923,1.293,1.2827
2014-09-22,1.285,1.2827,1.2868,1.2815
2014-09-23,1.2847,1.2851,1.2903,1.2842
2014-09-24,1.278,1.2846,1.2864,1.2774
2014-09-25,1.275,1.278,1.2784,1.2698
2014-09-26,1.2685,1.2752,1.2761,1.2677
2014-09-27,1.2685,1.2752,1.2761,1.2677
2014-09-28,1.2685,1.2752,1.2761,1.2677
2014-09-29,1.2685,1.2685,1.2716,1.2664
2014-09-30,1.2632,1.2684,1.2703,1.2571
2014-10-01,1.2624,1.2631,1.264,1.2584
2014-10-02,1.2668,1.2622,1.2698,1.2612
2014-10-03,1.2517,1.2668,1.2676,1.25
2014-10-04,1.2517,1.2668,1.2676,1.25
2014-10-05,1.2517,1.2668,1.2676,1.25
2014-10-06,1.2654,1.251,1.2677,1.2504
2014-10-07,1.267,1.2656,1.2683,1.2584
2014-10-08,1.2734,1.2669,1.2749,1.2622
2014-10-09,1.2691,1.2732,1.2792,1.2664
2014-10-10,1.2628,1.2691,1.2716,1.2605
2014-10-11,1.2628,1.2691,1.2716,1.2605
2014-10-12,1.2628,1.2691,1.2716,1.2605
2014-10-13,1.2753,1.2637,1.2762,1.2619
2014-10-14,1.2659,1.2752,1.2769,1.264
2014-10-15,1.2837,1.2659,1.2886,1.2624
2014-10-16,1.2809,1.2837,1.2847,1.2706
2014-10-17,1.2763,1.2811,1.2837,1.2744
2014-10-18,1.2763,1.2811,1.2837,1.2744
2014-10-19,1.2763,1.2811,1.2837,1.2744
2014-10-20,1.2799,1.2758,1.2817,1.2731
2014-10-21,1.2715,1.2801,1.2841,1.2713
2014-10-22,1.2649,1.2716,1.274,1.2636
2014-10-23,1.2647,1.2651,1.2679,1.2614
2014-10-24,1.267,1.2645,1.2696,1.2633
2014-10-25,1.267,1.2645,1.2696,1.2633
2014-10-26,1.267,1.2645,1.2696,1.2633
2014-10-27,1.2698,1.2683,1.2725,1.2666
2014-10-28,1.2734,1.2698,1.2765,1.2683
2014-10-29,1.2632,1.2735,1.2772,1.2631
2014-10-30,1.2613,1.2631,1.264,1.2547
2014-10-31,1.2525,1.2612,1.2618,1.2485
2014-11-01,1.2525,1.2612,1.2618,1.2485
2014-11-02,1.2525,1.2612,1.2618,1.2485
2014-11-03,1.2483,1.2515,1.2517,1.2441
2014-11-04,1.2546,1.2483,1.2578,1.2481
2014-11-05,1.2486,1.2546,1.2568,1.2457
2014-11-06,1.2375,1.2487,1.2535,1.2365
2014-11-07,1.2454,1.2376,1.2471,1.2359
2014-11-08,1.2454,1.2376,1.2471,1.2359
2014-11-09,1.2454,1.2376,1.2471,1.2359
2014-11-10,1.2421,1.2452,1.251,1.2417
2014-11-11,1.2475,1.2421,1.25,1.2394
2014-11-12,1.2439,1.2476,1.2499,1.2418
2014-11-13,1.2477,1.2439,1.2492,1.2426
2014-11-14,1.2523,1.2477,1.2548,1.2399
2014-11-15,1.2523,1.2477,1.2548,1.2399
2014-11-16,1.2523,1.2477,1.2548,1.2399
2014-11-17,1.245,1.2526,1.2578,1.2444
2014-11-18,1.2537,1.245,1.2546,1.2442
2014-11-19,1.2554,1.2537,1.26,1.2512
2014-11-20,1.254,1.2555,1.2576,1.2504
2014-11-21,1.239,1.2541,1.2571,1.2376
2014-11-22,1.239,1.2541,1.2571,1.2376
2014-11-23,1.239,1.2541,1.2571,1.2376
2014-11-24,1.2443,1.2376,1.2445,1.2357
2014-11-25,1.2475,1.2443,1.2487,1.2401
2014-11-26,1.2506,1.2475,1.2532,1.2443
2014-11-27,1.2467,1.2506,1.2524,1.2464
2014-11-28,1.2452,1.2468,1.2492,1.2427
2014-11-29,1.2452,1.2468,1.2492,1.2427
2014-11-30,1.2452,1.2468,1.2492,1.2427
2014-12-01,1.247,1.2456,1.2507,1.2419
2014-12-02,1.2383,1.2471,1.2478,1.2377
2014-12-03,1.2311,1.2382,1.2391,1.23
2014-12-04,1.2379,1.2313,1.2458,1.2282
2014-12-05,1.2285,1.238,1.2393,1.2271
2014-12-06,1.2285,1.238,1.2393,1.2271
2014-12-07,1.2285,1.238,1.2393,1.2271
2014-12-08,1.2317,1.2278,1.2344,1.2246
2014-12-09,1.2375,1.2317,1.2448,1.2292
2014-12-10,1.2448,1.2374,1.2449,1.2361
2014-12-11,1.2411,1.2448,1.2496,1.237
2014-12-12,1.2462,1.2413,1.2487,1.2384
2014-12-13,1.2462,1.2413,1.2487,1.2384
2014-12-14,1.2462,1.2413,1.2487,1.2384
2014-12-15,1.2437,1.2462,1.2485,1.2414
2014-12-16,1.2511,1.2437,1.2571,1.2433
2014-12-17,1.2343,1.2512,1.2517,1.2322
2014-12-18,1.2286,1.2342,1.2353,1.2265
2014-12-19,1.2228,1.2288,1.2305,1.2222
2014-12-20,1.2228,1.2288,1.2305,1.2222
2014-12-21,1.2228,1.2288,1.2305,1.2222
2014-12-22,1.2231,1.2226,1.2273,1.2216
2014-12-23,1.2172,1.2231,1.2247,1.2165
2014-12-24,1.2195,1.2172,1.2222,1.217
2014-12-25,1.2222,1.2195,1.2256,1.2186
2014-12-26,1.2176,1.2224,1.2228,1.2168
2014-12-27,1.2176,1.2224,1.2228,1.2168
2014-12-28,1.2176,1.2224,1.2228,1.2168
2014-12-29,1.2152,1.2182,1.2221,1.2142
2014-12-30,1.2157,1.2151,1.2188,1.2123
2014-12-31,1.2098,1.2155,1.2172,1.2096
2015-01-01,1.2104,1.21,1.2107,1.2094
2015-01-02,1.2003,1.2106,1.2111,1.2001
2015-01-03,1.2003,1.2106,1.2111,1.2001
2015-01-04,1.2003,1.2106,1.2111,1.2001
2015-01-05,1.1934,1.2003,1.2008,1.1883
2015-01-06,1.1889,1.1933,1.1969,1.1884
2015-01-07,1.1839,1.1892,1.1898,1.1803
2015-01-08,1.1793,1.1839,1.1848,1.1753
2015-01-09,1.1841,1.1793,1.1848,1.1763
2015-01-10,1.1841,1.1793,1.1848,1.1763
2015-01-11,1.1841,1.1793,1.1848,1.1763
2015-01-12,1.1834,1.1838,1.1871,1.1786
2015-01-13,1.1772,1.1833,1.186,1.1753
2015-01-14,1.1789,1.1772,1.1846,1.1726
2015-01-15,1.1631,1.1789,1.1795,1.157
2015-01-16,1.157,1.1633,1.165,1.1462
2015-01-17,1.157,1.1633,1.165,1.1462
2015-01-18,1.157,1.1633,1.165,1.1462
2015-01-19,1.1606,1.1551,1.1641,1.1545
2015-01-20,1.1551,1.1606,1.1616,1.154
2015-01-21,1.161,1.1553,1.1677,1.1542
2015-01-22,1.1366,1.161,1.1648,1.1317
2015-01-23,1.1208,1.1366,1.1374,1.1114
2015-01-24,1.1208,1.1366,1.1374,1.1114
2015-01-25,1.1208,1.1366,1.1374,1.1114
2015-01-26,1.1239,1.1186,1.1297,1.1099
2015-01-27,1.1381,1.1237,1.1423,1.1224
2015-01-28,1.1288,1.1382,1.1385,1.1276
2015-01-29,1.132,1.1287,1.1369,1.1261
2015-01-30,1.1288,1.1321,1.1366,1.1279
2015-01-31,1.1288,1.1321,1.1366,1.1279
2015-02-01,1.1288,1.1321,1.1366,1.1279
2015-02-02,1.1342,1.1284,1.1364,1.128
2015-02-03,1.1481,1.1343,1.1534,1.1313
2015-02-04,1.1347,1.1482,1.1486,1.1317
2015-02-05,1.1477,1.1345,1.15,1.1304
2015-02-06,1.1315,1.1477,1.1488,1.1313
2015-02-07,1.1315,1.1477,1.1488,1.1313
2015-02-08,1.1315,1.1477,1.1488,1.1313
2015-02-09,1.1324,1.1315,1.1359,1.1271
2015-02-10,1.1321,1.1327,1.1347,1.1274
2015-02-11,1.1334,1.1321,1.1349,1.128
2015-02-12,1.1403,1.1334,1.1423,1.1302
2015-02-13,1.1385,1.1403,1.1443,1.138
2015-02-14,1.1385,1.1403,1.1443,1.138
2015-02-15,1.1385,1.1403,1.1443,1.138
2015-02-16,1.1353,1.1385,1.1429,1.1317
2015-02-17,1.1412,1.1354,1.145,1.1322
2015-02-18,1.1397,1.1412,1.1418,1.1334
2015-02-19,1.1366,1.1397,1.145,1.1355
2015-02-20,1.1381,1.137,1.1431,1.128
2015-02-21,1.1381,1.137,1.1431,1.128
2015-02-22,1.1381,1.137,1.1431,1.128
2015-02-23,1.1332,1.1385,1.1414,1.1296
2015-02-24,1.1341,1.1336,1.136,1.1289
2015-02-25,1.1362,1.134,1.1389,1.1334
2015-02-26,1.1198,1.1361,1.1381,1.1184
2015-02-27,1.1195,1.1199,1.1248,1.1178
2015-02-28,1.1195,1.1199,1.1248,1.1178
2015-03-01,1.1195,1.1199,1.1248,1.1178
2015-03-02,1.1185,1.1187,1.1242,1.1159
2015-03-03,1.1176,1.1183,1.1219,1.1155
2015-03-04,1.1079,1.1178,1.1187,1.1062
2015-03-05,1.1031,1.1079,1.1115,1.0989
2015-03-06,1.0844,1.1033,1.1035,1.0842
2015-03-07,1.0844,1.1033,1.1035,1.0842
2015-03-08,1.0844,1.1033,1.1035,1.0842
2015-03-09,1.0852,1.0832,1.0908,1.0823
2015-03-10,1.0698,1.0851,1.0856,1.0692
2015-03-11,1.0547,1.0699,1.0718,1.0511
2015-03-12,1.0635,1.0547,1.0684,1.0495
2015-03-13,1.0495,1.0637,1.0639,1.0462
2015-03-14,1.0495,1.0637,1.0639,1.0462
2015-03-15,1.0495,1.0637,1.0639,1.0462
2015-03-16,1.0568,1.0494,1.0621,1.0459
2015-03-17,1.0598,1.0566,1.065,1.0551
2015-03-18,1.0867,1.0598,1.1033,1.0581
2015-03-19,1.066,1.0866,1.0915,1.0613
2015-03-20,1.0822,1.0661,1.0883,1.065
2015-03-21,1.0822,1.0661,1.0883,1.065
2015-03-22,1.0822,1.0661,1.0883,1.065
2015-03-23,1.0947,1.0837,1.0972,1.0768
2015-03-24,1.0926,1.0947,1.1031,1.0892
2015-03-25,1.0972,1.0926,1.1016,1.0901
2015-03-26,1.0884,1.0969,1.1052,1.0856
2015-03-27,1.0888,1.0886,1.0949,1.0802
2015-03-28,1.0888,1.0886,1.0949,1.0802
2015-03-29,1.0888,1.0886,1.0949,1.0802
2015-03-30,1.0834,1.0889,1.0897,1.0811
2015-03-31,1.0731,1.0833,1.0846,1.0713
2015-04-01,1.0764,1.0735,1.0801,1.0719
2015-04-02,1.0884,1.0764,1.0905,1.0751
2015-04-03,1.0978,1.0883,1.1028,1.0864
2015-04-04,1.0978,1.0883,1.1028,1.0864
2015-04-05,1.0978,1.0883,1.1028,1.0864
2015-04-06,1.0924,1.0991,1.1037,1.0911
2015-04-07,1.0816,1.0922,1.0957,1.0805
2015-04-08,1.0781,1.0816,1.0888,1.0764
2015-04-09,1.0659,1.0781,1.0789,1.0638
2015-04-10,1.0604,1.066,1.0685,1.0569
2015-04-11,1.0604,1.066,1.0685,1.0569
2015-04-12,1.0604,1.066,1.0685,1.0569
2015-04-13,1.0568,1.0602,1.0619,1.052
2015-04-14,1.0654,1.0566,1.0709,1.053
2015-04-15,1.0686,1.0655,1.0703,1.0572
2015-04-16,1.0762,1.0684,1.0819,1.0625
2015-04-17,1.0807,1.0762,1.085,1.0737
2015-04-18,1.0807,1.0762,1.085,1.0737
2015-04-19,1.0807,1.0762,1.085,1.0737
2015-04-20,1.0737,1.0821,1.0825,1.0713
2015-04-21,1.0736,1.074,1.0784,1.0661
2015-04-22,1.0726,1.0736,1.0802,1.0709
2015-04-23,1.0827,1.0726,1.0848,1.0667
2015-04-24,1.0874,1.0825,1.0901,1.0785
2015-04-25,1.0874,1.0825,1.0901,1.0785
2015-04-26,1.0874,1.0825,1.0901,1.0785
2015-04-27,1.0888,1.0873,1.0928,1.0821
2015-04-28,1.0981,1.0894,1.0991,1.0859
2015-04-29,1.1132,1.0983,1.1189,1.096
2015-04-30,1.1225,1.113,1.1269,1.1073
2015-05-01,1.1202,1.1223,1.129,1.1176
2015-05-02,1.1202,1.1223,1.129,1.1176
2015-05-03,1.1202,1.1223,1.129,1.1176
2015-05-04,1.1146,1.1202,1.1226,1.1123
2015-05-05,1.1186,1.1147,1.1223,1.1067
2015-05-06,1.1353,1.1187,1.1372,1.1176
2015-05-07,1.1267,1.1347,1.1393,1.1237
2015-05-08,1.1204,1.1267,1.129,1.1178
2015-05-09,1.1204,1.1267,1.129,1.1178
2015-05-10,1.1204,1.1267,1.129,1.1178
2015-05-11,1.1155,1.1197,1.1207,1.1131
2015-05-12,1.1214,1.1155,1.1277,1.1134
2015-05-13,1.1357,1.1214,1.1385,1.1204
2015-05-14,1.141,1.1359,1.1447,1.1341
2015-05-15,1.1452,1.141,1.1467,1.1324
2015-05-16,1.1452,1.141,1.1467,1.1324
2015-05-17,1.1452,1.141,1.1467,1.1324
2015-05-18,1.1315,1.1441,1.145,1.1298
2015-05-19,1.1149,1.1317,1.1328,1.1119
2015-05-20,1.1093,1.115,1.1156,1.1063
2015-05-21,1.1113,1.1092,1.1181,1.108
2015-05-22,1.1018,1.1115,1.1211,1.1004
2015-05-23,1.1018,1.1115,1.1211,1.1004
2015-05-24,1.1018,1.1115,1.1211,1.1004
2015-05-25,1.0978,1.1006,1.1012,1.0961
2015-05-26,1.0873,1.0978,1.0985,1.0863
2015-05-27,1.0905,1.0873,1.0931,1.082
2015-05-28,1.0949,1.0905,1.096,1.0869
2015-05-29,1.0988,1.0948,1.1006,1.0926
2015-05-30,1.0988,1.0948,1.1006,1.0926
2015-05-31,1.0988,1.0948,1.1006,1.0926
2015-06-01,1.0928,1.0989,1.0991,1.0888
2015-06-02,1.1155,1.0928,1.1193,1.0915
2015-06-03,1.1275,1.1151,1.1284,1.1079
2015-06-04,1.1239,1.1276,1.1381,1.1227
2015-06-05,1.1113,1.1239,1.1281,1.105
2015-06-06,1.1113,1.1239,1.1281,1.105
2015-06-07,1.1113,1.1239,1.1281,1.105
2015-06-08,1.1292,1.1113,1.1307,1.108
2015-06-09,1.1284,1.1292,1.1345,1.1214
2015-06-10,1.1326,1.1286,1.1387,1.1261
2015-06-11,1.1258,1.1325,1.1332,1.1183
2015-06-12,1.1269,1.1258,1.1298,1.1151
2015-06-13,1.1269,1.1258,1.1298,1.1151
2015-06-14,1.1269,1.1258,1.1298,1.1151
2015-06-15,1.1284,1.1225,1.1294,1.1189
2015-06-16,1.1248,1.1283,1.1331,1.1206
2015-06-17,1.1337,1.1249,1.136,1.1213
2015-06-18,1.136,1.1337,1.1438,1.1331
2015-06-19,1.1353,1.136,1.1393,1.1292
2015-06-20,1.1353,1.136,1.1393,1.1292
2015-06-21,1.1353,1.136,1.1393,1.1292
2015-06-22,1.1341,1.1363,1.1411,1.1312
2015-06-23,1.117,1.1341,1.1348,1.1135
2015-06-24,1.1207,1.1171,1.1237,1.1156
2015-06-25,1.1204,1.1204,1.1227,1.1153
2015-06-26,1.1166,1.1207,1.1221,1.1131
2015-06-27,1.1166,1.1207,1.1221,1.1131
2015-06-28,1.1166,1.1207,1.1221,1.1131
2015-06-29,1.1236,1.1031,1.1279,1.0954
2015-06-30,1.1138,1.1237,1.1246,1.1114
2015-07-01,1.1054,1.1139,1.1172,1.1042
2015-07-02,1.1084,1.1054,1.1124,1.1031
2015-07-03,1.1114,1.1086,1.1119,1.1066
2015-07-04,1.1114,1.1086,1.1119,1.1066
2015-07-05,1.1114,1.1086,1.1119,1.1066
2015-07-06,1.1057,1.0993,1.1097,1.0969
2015-07-07,1.1012,1.1056,1.1061,1.0917
2015-07-08,1.1077,1.1012,1.1094,1.0974
2015-07-09,1.1038,1.1078,1.1126,1.0992
2015-07-10,1.1164,1.1037,1.1218,1.1031
2015-07-11,1.1164,1.1037,1.1218,1.1031
2015-07-12,1.1164,1.1037,1.1218,1.1031
2015-07-13,1.1004,1.1107,1.1197,1.0995
2015-07-14,1.1012,1.1004,1.1084,1.0966
2015-07-15,1.0949,1.101,1.1035,1.093
2015-07-16,1.0875,1.0947,1.0964,1.0856
2015-07-17,1.0829,1.0875,1.0907,1.0827
2015-07-18,1.0829,1.0875,1.0907,1.0827
2015-07-19,1.0829,1.0875,1.0907,1.0827
2015-07-20,1.0827,1.0833,1.0872,1.081
2015-07-21,1.0937,1.0825,1.097,1.0811
2015-07-22,1.0934,1.0936,1.0966,1.0869
2015-07-23,1.0983,1.0928,1.1019,1.0922
2015-07-24,1.0984,1.0983,1.0997,1.0926
2015-07-25,1.0984,1.0983,1.0997,1.0926
2015-07-26,1.0984,1.0983,1.0997,1.0926
2015-07-27,1.1094,1.0974,1.113,1.097
2015-07-28,1.1059,1.1089,1.1101,1.1022
2015-07-29,1.0986,1.1061,1.1086,1.0967
2015-07-30,1.0933,1.0987,1.0992,1.0894
2015-07-31,1.0988,1.0934,1.1114,1.0921
2015-08-01,1.0988,1.0934,1.1114,1.0921
2015-08-02,1.0988,1.0934,1.1114,1.0921
2015-08-03,1.0951,1.097,1.0997,1.0941
2015-08-04,1.0882,1.0951,1.0989,1.0877
2015-08-05,1.0906,1.0883,1.0938,1.0849
2015-08-06,1.0925,1.0909,1.0944,1.0876
2015-08-07,1.0968,1.093,1.0981,1.0857
2015-08-08,1.0968,1.093,1.0981,1.0857
2015-08-09,1.0968,1.093,1.0981,1.0857
2015-08-10,1.1019,1.0969,1.1044,1.0927
2015-08-11,1.104,1.1019,1.1088,1.096
2015-08-12,1.1157,1.104,1.1212,1.1023
2015-08-13,1.1149,1.1157,1.1189,1.108
2015-08-14,1.1107,1.1149,1.1189,1.1096
2015-08-15,1.1107,1.1149,1.1189,1.1096
2015-08-16,1.1107,1.1149,1.1189,1.1096
2015-08-17,1.1081,1.1106,1.1125,1.1058
2015-08-18,1.1021,1.1083,1.1096,1.1018
2015-08-19,1.1119,1.1023,1.1137,1.1019
2015-08-20,1.1242,1.1117,1.1246,1.1105
2015-08-21,1.1389,1.1244,1.1393,1.1229
2015-08-22,1.1389,1.1244,1.1393,1.1229
2015-08-23,1.1389,1.1244,1.1393,1.1229
2015-08-24,1.162,1.1363,1.1713,1.1363
2015-08-25,1.1517,1.1619,1.1625,1.1399
2015-08-26,1.1315,1.1515,1.1561,1.129
2015-08-27,1.1245,1.1314,1.1366,1.1204
2015-08-28,1.1179,1.1247,1.131,1.1156
2015-08-29,1.1179,1.1247,1.131,1.1156
2015-08-30,1.1179,1.1247,1.131,1.1156
2015-08-31,1.1214,1.1176,1.1265,1.1162
2015-09-01,1.1319,1.1211,1.1333,1.1206
2015-09-02,1.1227,1.1311,1.1319,1.1214
2015-09-03,1.1124,1.1227,1.1246,1.1088
2015-09-04,1.1147,1.1124,1.1181,1.1089
2015-09-05,1.1147,1.1124,1.1181,1.1089
2015-09-06,1.1147,1.1124,1.1181,1.1089
2015-09-07,1.1168,1.1157,1.1178,1.112
2015-09-08,1.12,1.117,1.1229,1.1152
2015-09-09,1.1207,1.1202,1.1219,1.1133
2015-09-10,1.128,1.1209,1.1299,1.1174
2015-09-11,1.134,1.1279,1.1349,1.1254
2015-09-12,1.134,1.1279,1.1349,1.1254
2015-09-13,1.134,1.1279,1.1349,1.1254
2015-09-14,1.1321,1.1338,1.1375,1.1285
2015-09-15,1.1267,1.1313,1.1328,1.1258
2015-09-16,1.129,1.1267,1.1321,1.1212
2015-09-17,1.1437,1.129,1.1442,1.1284
2015-09-18,1.1305,1.1435,1.146,1.1267
2015-09-19,1.1305,1.1435,1.146,1.1267
2015-09-20,1.1305,1.1435,1.146,1.1267
2015-09-21,1.1189,1.1284,1.1332,1.1183
2015-09-22,1.112,1.1188,1.1209,1.1114
2015-09-23,1.1187,1.112,1.1214,1.1105
2015-09-24,1.123,1.1185,1.1296,1.1164
2015-09-25,1.1195,1.1227,1.1231,1.1115
2015-09-26,1.1195,1.1227,1.1231,1.1115
2015-09-27,1.1195,1.1227,1.1231,1.1115
2015-09-28,1.1246,1.1195,1.125,1.1149
2015-09-29,1.1249,1.1247,1.1285,1.1196
2015-09-30,1.1177,1.1246,1.1262,1.1157
2015-10-01,1.1195,1.1176,1.121,1.1134
2015-10-02,1.1211,1.1196,1.1319,1.1151
2015-10-03,1.1211,1.1196,1.1319,1.1151
2015-10-04,1.1211,1.1196,1.1319,1.1151
2015-10-05,1.1185,1.122,1.129,1.117
2015-10-06,1.1271,1.1193,1.1282,1.1174
2015-10-07,1.1235,1.1269,1.1284,1.121
2015-10-08,1.1279,1.1235,1.1325,1.1232
2015-10-09,1.1358,1.1282,1.1391,1.1269
2015-10-10,1.1358,1.1282,1.1391,1.1269
2015-10-11,1.1358,1.1282,1.1391,1.1269
2015-10-12,1.1355,1.1355,1.1397,1.1351
2015-10-13,1.1379,1.1358,1.1413,1.1346
2015-10-14,1.1473,1.1378,1.149,1.1374
2015-10-15,1.1383,1.1474,1.1496,1.1363
2015-10-16,1.1347,1.1383,1.1397,1.1334
2015-10-17,1.1347,1.1383,1.1397,1.1334
2015-10-18,1.1347,1.1383,1.1397,1.1334
2015-10-19,1.1327,1.1352,1.1382,1.1307
2015-10-20,1.1345,1.1326,1.1387,1.1324
2015-10-21,1.1339,1.1347,1.138,1.1335
2015-10-22,1.1107,1.1338,1.1351,1.1098
2015-10-23,1.1018,1.1111,1.1142,1.0997
2015-10-24,1.1018,1.1111,1.1142,1.0997
2015-10-25,1.1018,1.1111,1.1142,1.0997
2015-10-26,1.1056,1.1008,1.1069,1.0987
2015-10-27,1.1048,1.1056,1.1079,1.1029
2015-10-28,1.092,1.105,1.1096,1.0894
2015-10-29,1.0976,1.0924,1.0985,1.0903
2015-10-30,1.1006,1.0976,1.1073,1.0964
2015-10-31,1.1006,1.0976,1.1073,1.0964
2015-11-01,1.1006,1.0976,1.1073,1.0964
2015-11-02,1.1015,1.1015,1.1053,1.1001
2015-11-03,1.0968,1.1014,1.1031,1.0936
2015-11-04,1.0863,1.0962,1.0968,1.0842
2015-11-05,1.0884,1.0865,1.0898,1.0835
2015-11-06,1.0741,1.0886,1.0896,1.0709
2015-11-07,1.0741,1.0886,1.0896,1.0709
2015-11-08,1.0741,1.0886,1.0896,1.0709
2015-11-09,1.0752,1.0738,1.0793,1.0719
2015-11-10,1.0724,1.0751,1.0764,1.0673
2015-11-11,1.0744,1.0724,1.0774,1.0705
2015-11-12,1.0817,1.0743,1.0829,1.069
2015-11-13,1.0779,1.0816,1.0818,1.0715
2015-11-14,1.0779,1.0816,1.0818,1.0715
2015-11-15,1.0779,1.0816,1.0818,1.0715
2015-11-16,1.0686,1.0751,1.0781,1.0675
2015-11-17,1.0644,1.069,1.0696,1.0633
2015-11-18,1.0659,1.064,1.0694,1.0617
2015-11-19,1.0734,1.0657,1.0764,1.0654
2015-11-20,1.0646,1.0736,1.0745,1.0641
2015-11-21,1.0646,1.0736,1.0745,1.0641
2015-11-22,1.0646,1.0736,1.0745,1.0641
2015-11-23,1.0636,1.0647,1.0658,1.0593
2015-11-24,1.0641,1.0634,1.0674,1.062
2015-11-25,1.0627,1.0642,1.069,1.0566
2015-11-26,1.061,1.0627,1.0633,1.06
2015-11-27,1.0593,1.061,1.064,1.057
2015-11-28,1.0593,1.061,1.064,1.057
2015-11-29,1.0593,1.061,1.064,1.057
2015-11-30,1.0564,1.0591,1.0596,1.0558
